server,title,owner,id,secret,isfamily,isfriend,farm,ispublic
5678,/ ami /,20596166@N00,30046015293,6e9c164dbe,0,0,6,1
1669,Homemade Mexican Chicken Burrito Bowl,97092379@N04,25891211385,4fe0044a22,0,0,2,1
7254,Baja Sol - Grande Chicken Burrito Bowl,39908901@N06,7729784086,fced30c132,0,0,8,1
6060,Qdoba Naked Burrito,7471115@N08,5908005177,f20e0c7302,0,0,7,1
5109,Smoky Chipotle Vegetarian Bowl,21806643@N05,5631471286,b6117228a9,0,0,6,1
5287,Chipotle Burrito Bowl,7471115@N08,5381998511,737d57f572,0,0,6,1
5005,Qdoba Naked Chicken Burrito,7471115@N08,5367133669,4c2899472d,0,0,6,1
5290,Vegetarian Burrito Bowl,88025588@N00,5250850028,a34e0be34b,0,0,6,1
2787,Chipotle Burrito Bowl Sauced,7390466@N06,4329287440,0f8c418ca6,0,0,3,1
4032,Chipotle Burrito Bowl Unsauce,7390466@N06,4329286464,8340c9626d,0,0,5,1
2356,Chipotle,48708173@N00,2299936422,ceeed3d09d,0,0,3,1
7725,pulled pork,44521523@N00,27995626195,446bda8803,0,0,8,1
7757,Chipotle Burrito Bowl,40646519@N00,27846355392,a8d7b6e8f7,0,0,8,1
7085,"The burrito bowls at Chipotle are the best!!  #throwback to Chipotle in Lansing Mall, planning a Michigan trip soon - can't wait!! ðŸ’¯ðŸ’¯ðŸ”¥ðŸ”¥ #Chipotle #food #burritobowl #steak #foodie #nomnom #LansingMall #Lansing #Michigan #sourcream #lettu",132243930@N06,27143934254,eb9e52b1a8,0,0,8,1
7638,Happy Cinco de Mayo,36454748@N00,26806384636,7a7d46de17,0,0,8,1
7138,I Feel Appreciated.,66363658@N03,26739025851,16bf62162d,0,0,8,1
1698,thirty-nine,38116435@N00,24815606971,44bc30e14d,0,0,2,1
1633,Each One Reach One,31384833@N08,24143171514,7e00c6e591,0,0,2,1
701,Moe's Burrito Bowl,17741791@N00,22917606253,65b964341e,0,0,1,1
779,DSC04539,29462565@N00,21678427709,bde1ce30d1,0,0,1,1
5760,Skinny Burrito Bowl,60140120@N03,20529834761,372a363cf5,0,0,6,1
5666,Skinny Burrito Bowl,60140120@N03,20336742149,ea7b58807a,0,0,6,1
5816,Skinny Burrito Bowl,60140120@N03,20335432318,8a5caf1f07,0,0,6,1
5737,Skinny Burrito Bowl,60140120@N03,20336741699,1174efde77,0,0,6,1
3856,/ bloomington /,20596166@N00,15200917959,0df14c1f13,0,0,4,1
2947,/ bloomington /,20596166@N00,15387343912,b166569420,0,0,3,1
5562,IMG_6364.jpg,29229401@N05,15135051982,0d003bcc70,0,0,6,1
2862,Burrito bowl (Project 365: 93/365),65447217@N00,13614311504,15ffd7861f,0,0,3,1
7311,Burrito bowl,65447217@N00,13613959915,81873500cd,0,0,8,1
3688,Burrito bowl,65447217@N00,13614309984,af228ef9b2,0,0,4,1
3715,burrito bowl,107258108@N06,10728205426,dec71a87f9,0,0,4,1
7363,Chipotle's Burrito Bowl,56079021@N03,8835033396,5454af2e7a,0,0,8,1
8525,IMG_3126,68734733@N02,8649973030,a74e10aeb9,0,0,9,1
8403,IMG_3132,68734733@N02,8648583269,1fefe2d17f,0,0,9,1
8528,IMG_3131,68734733@N02,8649685882,6b6cf0e424,0,0,9,1
8246,IMG_3128,68734733@N02,8648581035,81fbb6df09,0,0,9,1
8261,IMG_3127,68734733@N02,8648579165,7c78d0ed69,0,0,9,1
8107,IMG_3126,68734733@N02,8649680884,1d54c35ecb,0,0,9,1
8535,IMG_3124,68734733@N02,8649679324,a2ed5ecd06,0,0,9,1
8522,IMG_3122,68734733@N02,8649677838,f0293be4ab,0,0,9,1
8395,IMG_3119,68734733@N02,8648571833,63cc3ced34,0,0,9,1
8533,IMG_3114,68734733@N02,8649673552,d129c520f1,0,0,9,1
8537,IMG_3108,68734733@N02,8649671350,16745b6203,0,0,9,1
8086,Sofritas Burrito Bowl From Chipotle,25414418@N05,8515082172,e10a7ae7c1,0,0,9,1
8227,District Taco - Chicken Burrito Bowl,39908901@N06,8365425291,b2c7506763,0,0,9,1
8212,Burrito Bowl @ Chipotle Mexican Grill,48380597@N03,8292872052,c4cf2b4ce8,0,0,9,1
8224,,91151516@N03,8282687342,b2d26c6718,0,0,9,1
8172,One Pound of Future Punishment,76417968@N05,8038195305,a76722939b,0,0,9,1
8176,Knab Assaults His Food (Part 2),76417968@N05,8038199300,dce84d82d4,0,0,9,1
8316,Homemade Burrito Bowl,39440901@N04,8014160209,782b894cf2,0,0,9,1
8453,Burrito Bowl & Negra Modelo,45408192@N00,8001401417,cebdb883df,0,0,9,1
8178,Lunch,85876150@N02,7921510478,2250ab2428,0,0,9,1
8282,Chicken Burrito Bowl @ Baja Sol,39908901@N06,7730134748,e1b148dab5,0,0,9,1
8424,Chipotle,92283658@N00,7712113922,cfb13204d2,0,0,9,1
7117,Burrito Amigo Bowl,24733738@N02,7466031264,d02d20dd15,0,0,8,1
7079,Chipotle Burrito Bowl,92283658@N00,7377548980,b8e5e42dce,0,0,8,1
7215,BurritoBowl10,53411621@N08,7259598480,c6906e7af9,0,0,8,1
7225,BurritoBowl9,53411621@N08,7259598386,36e310c618,0,0,8,1
7092,BurritoBowl8,53411621@N08,7259598204,32035bf5e9,0,0,8,1
8025,BurritoBowl6,53411621@N08,7259598062,35581a1f95,0,0,9,1
7098,BurritoBowl7,53411621@N08,7259598110,65124b0674,0,0,8,1
7239,BurritoBowl5,53411621@N08,7259598022,c87e754d83,0,0,8,1
7094,BurritoBowl4,53411621@N08,7259597972,ba6b53e5e6,0,0,8,1
8159,BurritoBowl3,53411621@N08,7259597904,47965c1281,0,0,9,1
8164,BurritoBowl2,53411621@N08,7259597856,76d3ffbc25,0,0,9,1
8162,BurrutoBowl1,53411621@N08,7259597820,8570d602ff,0,0,9,1
7112,Burrito Bowl @ Chipotle Mexican Grill - Ponce de Leon,50810391@N04,7066030075,5884eacafd,0,0,8,1
7049,Burrito Bowl @ Freebirds,46815320@N00,6865835686,0604a8aa78,0,0,8,1
7031,ADAD 014/365: Shopping achievement unlocked: Chipotle,10972513@N07,6698637625,8d46a1195c,0,0,8,1
7010,Chipotle,37041826@N05,6639849945,d411860eb4,0,0,8,1
6046,Chipotle Burrito,67512039@N08,6353363867,098da1de28,0,0,7,1
6116,Killing this burrito bowl #chipotle,39506375@N08,6312696521,a6b10c20b8,0,0,7,1
6051,Chipotle Bowl,45262200@N06,6278295539,7d05501d8e,0,0,7,1
6199,Guactruck food!,60083433@N08,6158382277,e19dc432de,0,0,7,1
6189,Burrito bowl + Holly's milk,60083433@N08,6158922972,432f3e2c88,0,0,7,1
6163,Chipotle!,31274060@N08,6138316813,503f960c13,0,0,7,1
6062,"Burrito bowl, Barburrito Kitchen, The Great Hall, Trafford Centre, Manchester",87408136@N00,6052905509,58e3bee4a2,0,0,7,1
5309,Burrito Bowl,34846594@N05,5607982003,5334fb9490,0,0,6,1
5131,Chicken Burrito Bowl,46472398@N06,5521481472,c3b2b8d4e4,0,0,6,1
5132,Burrito Bowl,88651026@N00,5470041440,f3bb9bc02a,0,0,6,1
5057,Chipotle burrito bowl,30701340@N00,5419442017,537535d196,0,0,6,1
5256,Chipotle bowl,30701340@N00,5420046016,b5533cb34b,0,0,6,1
5133,Img087,30357211@N07,5416704789,a3d855f180,0,0,6,1
5283,"Chipotle ""burrito bowl""",50562487@N00,5348532612,097da475b9,0,0,6,1
5286,chipotle part 2,30357211@N07,5347829591,284f44b6c7,0,0,6,1
5282,Burrito Bowl @ Chipotle Mexican Grill - Union Square,93789527@N00,5322152246,21ec5d9948,0,0,6,1
4037,Teresa's salad bowl,51035758045@N01,5144622351,0a278175ab,0,0,5,1
4017,Stuart's burrito bowl,51035758045@N01,5145223898,098218ed05,0,0,5,1
1432,Happy Chipotle Friday!,46815320@N00,5106327354,b0e18d6f8c,0,0,2,1
1320,,46815320@N00,5105729787,a53cf9b80e,0,0,2,1
1402,,46815320@N00,5106322146,652b86528b,0,0,2,1
4145,,46815320@N00,5106319066,532371ba6f,0,0,5,1
4148,,46815320@N00,5084567451,d1aa66faa9,0,0,5,1
4111,,46815320@N00,5084563649,2deab0f46c,0,0,5,1
4152,,46815320@N00,5061268306,b28dfe3bfa,0,0,5,1
4110,,46815320@N00,5060641173,358385b87d,0,0,5,1
4088,Chipotle in the park : ),46815320@N00,5061248260,803dd0ec4a,0,0,5,1
4091,Burrito BowL,46815320@N00,5061242748,a84ecdf25d,0,0,5,1
4088,Looks like were in Santa Ana...,46815320@N00,5061238850,5b4b8f79d0,0,0,5,1
4089,,46815320@N00,5056499357,973c33fc24,0,0,5,1
4109,,46815320@N00,5056483705,2655144d63,0,0,5,1
4091,Chipotle,46815320@N00,5040465355,9f90becb92,0,0,5,1
4145,chipotle.,38732753@N04,4965876468,18f2a11b32,0,0,5,1
4122,7/14/10,48831278@N04,4794448215,e59197d86f,0,0,5,1
4033,Chipotle bowl.,84963343@N00,4675479734,1fcb8cb7eb,0,0,5,1
4056,My Lunch,41894178286@N01,4667400006,ce87844b42,0,0,5,1
4065,my weakness,49541098@N00,4620654066,05005e37f9,0,0,5,1
4029,Burrito Bowl,49727271@N00,4366936206,1b69ea1af9,0,0,5,1
4032,Today's Lunch.,13124680@N06,4289055756,539eac4c09,0,0,5,1
4035,Burrito Bowl,90134196@N00,4266439324,dd5018645b,0,0,5,1
2518,,46815320@N00,4200079789,6c88cce211,0,0,3,1
2677,,46815320@N00,4195049960,b9c0b17e5d,0,0,3,1
2712,,46815320@N00,4195046724,a18f022eac,0,0,3,1
2687,,46815320@N00,4194289337,6984f32250,0,0,3,1
2684,Chipotle Chicken Bowl,46815320@N00,4194171786,a41f0d9b88,0,0,3,1
4038,Dinner of Champions,30743028@N00,4191974652,6e50f19b9c,0,0,5,1
2773,mmmm,29344797@N05,4118668038,1ba9308e53,0,0,3,1
3635,chipotle burrito bowl,23102531@N05,3682520262,9cd8e048cf,0,0,4,1
3393,RECIPE: Biscuit Taco Cups,34673656@N08,3480777822,408b9142b2,0,0,4,1
3563,DSC_2153,31513185@N03,3438316801,b70ff2acc3,0,0,4,1
3365,Burrito Bowl (365/98),17755359@N00,3427260051,46939ac8e5,0,0,4,1
3484,om nom nom nom,54998685@N00,3308304228,a9104096a7,0,0,4,1
3351,Chipotle - Chicken Burrito Bowl,15690844@N08,3298061833,2d8ff0e82f,0,0,4,1
3437,Chipotle - Chicken Burrito Bowl,15690844@N08,3298060327,3b089d2917,0,0,4,1
3628,Chipotle - Chicken Burrito Bowl,15690844@N08,3298885926,a356c67927,0,0,4,1
3638,Chipotle - Chicken Burrito Bowl,15690844@N08,3298057103,2e82e0db5d,0,0,4,1
3133,Chipotle - Chicken Burrito Bowl,15690844@N08,3298055599,1c561211f0,0,0,4,1
3467,Chipotle - Chicken Burrito Bowl,15690844@N08,3298881516,f2dd65166a,0,0,4,1
3399,001.JPG,15690844@N08,3298052691,878e422495,0,0,4,1
3401,Diego hog,21092497@N03,3180826461,c39f1f3763,0,0,4,1
3083,THIEF!  Diego es un ladrÃ³n,21092497@N03,3181658974,68330084e3,0,0,4,1
3453,Din din,21092497@N03,3180823323,9e18cf353d,0,0,4,1
3128,Burrito Bowl,57113521@N00,3171575643,0520670227,0,0,4,1
3148,Chipotle,78535476@N00,3095585665,767169a25c,0,0,4,1
2398,Lunch.,14634280@N05,1502860138,227c105b1f,0,0,3,1
197,IMG_4073,78553262@N00,444599840,ca174cc17b,0,0,1,1
23,chiplote,55393572@N00,31306345,99b6d9e7d9,0,0,1,1
21,chiplote,55393572@N00,26045693,afd963bcde,0,0,1,1
1,chipotle dos!,94528619@N00,4165945,1b503d23f7,0,0,1,1
3,A Picture Share!,14383027@N00,3125882,aa6025de2c,0,0,1,1
